#{"t_start": 1643378250.1699631, "env_id": null}
r,l,t
-35.1794,149,1.614487
-63.697491,424,10.943146
39.291963,252,15.493979
60.077728,279,21.852603
-89.544626,605,35.43692
-29.0,36,35.945135
17.513846,80,37.808284
-139.082188,613,50.989248
82.93249,304,56.677161
638.39876,1135,82.960174
-26.066789,204,87.08082
-62.987815,613,101.429755
-31.3361,847,119.540193
161.44453,580,130.500366
26.669317,822,150.664165
-71.383252,1224,176.075392
-1.0,1,176.09107
150.66518,1140,199.477167
218.890606,462,210.877059
-5.8,23,211.205629
-105.955105,364,218.296812
163.95474,473,227.951126
0.937117,17,228.196739
17.45119,190,232.481538
32.166331,294,239.778766
-3.026663,111,241.42212
2.073511,36,243.296157
18.358649,73,244.32924
11.0,13,244.513952
-2.252705,40,245.741976
-1.0,1,245.756125
38.0,40,246.318526
-9.94867,51,247.036853
38.212784,86,248.68314
14.000333,506,258.639182
0.240433,199,262.957748
-1.0,1,262.974982
-42.6,53,263.74574
103.332746,158,266.857157
-91.860298,264,272.639088
215.839818,272,277.840925
22.539453,171,281.240065
-24.533946,229,286.541796
-6.6,11,286.699661
-27.034533,393,294.789916
6.8131,132,297.561715
-136.934599,1119,320.987389
-27.666013,121,324.043701
-141.609022,180,328.350977
135.17681,358,334.894984
-22.469859,169,338.971514
507.427338,1215,365.629122
-43.000568,162,368.935503
-6.279439,68,369.950095
54.003011,222,375.373762
-1.226598,282,381.193473
108.978912,488,391.26374
0.226285,252,397.029849
68.867292,559,409.166883
-8.36659,57,409.98287
80.39423,244,415.342406
-8.361418,68,416.597581
248.388684,405,425.196959
107.804875,843,444.188639
64.882994,367,453.3689
34.009547,574,466.747029
100.793425,511,476.860784
-27.270296,344,483.850591
-2.15041,23,484.190871
365.331611,2264,533.956225
-231.107649,573,546.086732
250.257289,494,556.352796
-1.0,1,556.36957
214.200035,1779,592.449142
479.533646,1305,623.433029
80.990346,862,641.745922
259.647563,847,658.997288
-11.439784,214,664.318681
41.98736,191,669.788126
280.219108,1053,694.424412
-6.028567,31,694.870983
16.793491,500,705.92445
0.766282,30,706.354383
67.155781,136,709.699332
137.558355,485,719.672734
152.640754,256,725.762378
-25.502706,85,728.160889
360.227449,821,746.718959
169.693319,530,757.710034
230.934294,379,766.239964
416.01027,1686,803.919344
228.063635,311,811.139999
0.264716,434,819.841157
65.420674,617,831.668241
40.15196,82,833.705462
77.594782,475,842.579274
353.600721,555,854.902586
189.0,191,860.032831
-28.22827,124,862.355194
108.53612,369,870.125331
-47.779013,381,878.936768
-0.003731,19,879.211086
-2.550924,14,879.410574
-13.745894,132,882.07648
110.090405,246,888.182976
128.115003,553,901.24892
18.585387,129,904.741211
225.213953,1669,940.663381
-189.848365,1435,973.352633
532.405335,1204,1000.255545
70.76486,87,1002.204204
210.032187,746,1021.662207
-48.989357,1255,1047.623231
6.480797,204,1051.482185
7.26083,202,1056.79824
-13.624537,196,1061.6659
305.025824,566,1074.667511
102.31875,895,1092.597504
144.972305,1240,1120.201372
374.87162,519,1131.448338
55.62519,243,1136.090872
37.423738,70,1137.941457
-177.22788,512,1148.767571
35.885822,146,1151.345948
27.66033,72,1153.560423
72.636148,331,1159.934469
-2.029738,41,1161.344826
196.33969,302,1168.00502
192.702885,271,1173.20268
-75.177344,303,1180.605857
-93.776786,380,1188.985213
63.0,65,1189.916985
-74.061247,209,1195.093988
37.155502,189,1200.272627
7.434852,42,1201.698437
1.969858,125,1204.183867
-42.738307,135,1206.985537
-20.2,78,1208.108883
7.906047,73,1209.894197
174.463197,495,1219.954187
61.133099,197,1224.434853
17.825616,611,1237.604774
410.232082,678,1253.975765
179.28261,477,1265.623813
-21.8,27,1266.015753
-140.942516,383,1274.196403
-32.118317,250,1280.324279
187.0,194,1284.131098
187.216437,428,1294.317569
94.724486,379,1303.029113
-31.6907,165,1305.975848
-67.654427,159,1310.95213
-477.742391,1471,1340.783069
387.758457,1011,1362.534984
86.545997,357,1370.240789
40.1,455,1379.529319
322.548877,578,1391.967814
280.72685,369,1398.603681
-7.4,9,1399.221285
37.023967,356,1406.651891
58.433892,235,1412.897665
126.614541,216,1417.166239
102.745619,786,1433.93227
15.50283,79,1436.635412
16.0,18,1436.897511
153.208167,230,1441.52977
51.057522,631,1455.016474
18.817307,306,1461.179785
101.566787,402,1470.589838
-1.8,6,1470.682086
603.675381,911,1489.433195
163.487363,471,1500.915821
15.147909,74,1501.987563
125.709739,325,1509.590522
-11.394009,202,1513.549366
14.720878,31,1514.005637
-6.522987,16,1514.242599
44.56091,289,1519.395217
321.325793,875,1537.448275
-26.266235,58,1539.831084
100.939401,479,1549.530073
109.36615,285,1556.133405
-15.56666,383,1564.704023
300.552154,842,1584.370699
15.093231,62,1585.278985
3.218205,16,1585.5149
225.633605,508,1597.111623
-67.4,84,1599.69211
-7.056725,49,1600.404157
-11.859138,261,1605.925674
-5.348688,267,1613.079387
88.102391,380,1622.261356
347.135728,630,1635.878273
72.76862,341,1642.510646
-10.940373,178,1646.473199
-61.934485,370,1653.987361
70.478579,700,1668.730108
-7.005082,39,1669.809697
-46.38799,70,1670.837221
71.530905,197,1676.227223
12.0,14,1676.432422
273.392975,643,1690.351017
3.994423,42,1690.959971
239.480536,836,1712.288832
861.731393,1451,1747.173254
128.559753,386,1755.963963
9.542338,206,1759.272148
-1.0,1,1759.286969
-1.495412,4,1759.346326
-32.057345,150,1763.93828
-14.970614,65,1764.874398
212.054252,600,1779.349282
139.647038,429,1788.75302
622.663304,2338,1840.769429
139.041328,326,1848.309342
12.782019,130,1850.940298
64.317108,578,1862.402658
3.0,15,1864.229409
-37.0,46,1864.943903
293.123782,789,1884.141433
23.087873,766,1901.18171
301.090157,529,1913.633349
78.0,80,1914.812942
109.204575,1287,1945.3166
468.877466,1036,1972.926106
-3.956243,12,1973.121291
107.232698,688,1987.396371
-515.4,644,2001.682422
-1.0,1,2001.698722
-30.701943,229,2006.081395
2.341208,36,2008.000338
96.243879,409,2016.812715
-1.0,1,2016.828358
59.383329,243,2021.415541
68.832664,439,2032.167175
557.922867,1094,2060.670687
442.805514,604,2074.275748
462.526222,1010,2099.256759
151.096753,225,2104.970826
57.921556,195,2108.463751
133.414438,1224,2138.194592
736.342084,1358,2171.122278
-12.214164,165,2173.874549
-32.2,40,2175.921446
-4.187055,16,2176.158802
47.025003,368,2185.504342
16.633505,99,2188.08532
57.89348,245,2194.040473
2.809286,24,2194.391502
3.125954,107,2198.313567
343.818049,825,2217.0055
-50.791498,496,2227.807616
95.502774,208,2232.734662
58.4134,164,2236.849474
185.077723,350,2245.700186
-14.800339,72,2246.765418
194.945633,370,2255.323794
459.611657,886,2277.979236
-0.355624,19,2278.256595
-12.88657,49,2278.977009
73.919636,999,2303.854709
488.080931,1441,2334.764503
-1.0,1,2334.778769
206.671937,788,2352.612619
-19.860322,118,2355.148027
70.807517,256,2360.117788
414.382399,1389,2388.98893
-2.188799,6,2389.076493
178.71328,205,2393.434244
150.130152,614,2406.396483
-21.0,26,2406.768322
119.521128,779,2425.406098
6.623367,133,2427.987657
280.983897,1188,2453.99709
-73.8,92,2455.339611
81.676295,212,2461.428942
334.725997,631,2476.468161
20.309497,71,2477.923835
-52.00672,736,2495.099025
-153.900589,645,2510.496244
4.019547,202,2514.158774
227.98206,647,2529.3224
-94.42503,229,2533.518439
163.187936,681,2550.288524
-54.455808,711,2564.704427
409.694838,1683,2604.60126
95.913752,238,2609.878351
4.089566,39,2610.452591
-6.6,16,2610.699681
204.93946,487,2622.331665
197.255536,1016,2646.353782
382.142275,432,2658.488266
123.518296,247,2663.658748
232.3803,421,2672.848307
285.396289,442,2682.142477
-9.644293,79,2683.361405
836.604468,1021,2706.965425
109.564203,413,2717.16075
-192.462089,479,2728.553294
-176.202506,277,2734.738058
9.386654,76,2735.83851
129.347814,150,2739.196825
60.614028,450,2748.026228
40.298791,499,2759.580657
277.888488,404,2768.36047
82.898869,391,2777.684716
23.199293,142,2781.035996
-54.518186,377,2792.737416
23.429989,205,2796.534158
382.657291,939,2818.431979
5.798096,61,2819.320561
482.814178,1465,2853.637913
372.183878,1413,2887.405071
114.702075,581,2901.518868
-20.940612,177,2905.369287
0.530566,18,2907.20426
-12.238623,82,2908.439326
427.008287,711,2925.118771
37.030581,130,2928.049682
224.357996,1197,2958.795773
-7.804407,302,2965.807792
148.34582,299,2972.283576
310.671848,650,2990.770795
134.991289,210,2995.365173
-200.229719,279,3001.204371
129.126355,283,3009.983957
357.509715,553,3022.918595
-9.618376,576,3036.236823
90.659988,276,3042.59049
23.648566,71,3044.66095
-3.059012,27,3045.047347
3.843711,33,3045.524357
487.936499,716,3063.355985
-146.511405,1163,3089.78491
-6.058617,44,3090.434287
-52.910546,1338,3120.22771
724.796417,2019,3166.546041
210.837313,725,3186.831333
2.117329,148,3189.929342
161.038454,375,3199.143708
427.320022,1110,3225.261535
0.969807,455,3235.735242
2.994544,38,3236.280863
54.894621,186,3240.370156
617.101945,915,3262.783266
141.336066,325,3270.029463
129.977927,246,3275.990366
161.758251,446,3286.718262
72.24034,138,3289.554085
5.412456,340,3297.331527
108.787012,907,3318.842302
546.090699,800,3336.99495
54.423557,217,3343.661509
53.401015,288,3351.144951
279.388636,529,3362.106709
347.639454,406,3370.773979
151.814961,237,3377.101331
102.751321,426,3387.622375
-16.762615,605,3401.326097
26.151956,73,3403.394674
329.744296,512,3414.688292
14.374344,229,3420.720545
7.716,77,3421.861082
-25.593894,41,3423.505318
84.252988,670,3439.03341
97.273162,415,3448.106998
95.149938,240,3452.946953
5.698873,213,3458.579569
524.023653,1428,3489.998713
82.471363,666,3506.487112
155.189445,186,3510.073932
-180.430478,1421,3546.231939
194.310512,758,3563.00841
-25.0,31,3563.451965
86.048467,137,3566.030532
-55.869933,120,3568.964108
283.347045,441,3577.617169
855.229057,1022,3601.109396
264.114384,374,3608.994401
287.910823,474,3620.00304
43.554863,224,3625.322913
304.336788,444,3635.163162
-2.577626,8,3635.280644
-12.219805,156,3638.591329
-1.0,2,3638.622136
-106.802878,272,3644.091067
125.417974,329,3651.840856
606.037474,1523,3687.822006
23.636939,250,3693.959435
237.732831,468,3703.886572
-1.0,1,3703.90094
240.159609,408,3714.337442
375.258432,1450,3748.398517
555.218384,825,3766.887421
-0.981825,21,3767.193131
640.908775,1841,3809.638703
2.586813,32,3810.159799
1260.801004,1559,3849.526756
-1.0,1,3849.541781
260.162388,672,3862.670658
361.759691,782,3885.636282
47.516482,295,3893.344181
-275.365533,598,3907.658452
30.646188,95,3909.100834
143.501545,404,3919.961154
114.786694,403,3929.156996
241.153068,429,3937.988697
326.239522,1372,3970.017015
674.623818,787,3990.122604
69.545246,362,3997.265392
615.816026,1001,4020.23578
172.33366,805,4038.833013
19.425048,281,4044.466865
-39.412402,1112,4071.181728
1.111104,29,4071.607841
-154.316907,639,4088.898938
685.765305,1729,4126.2558
-1.0,1,4126.270282
63.493684,123,4128.858949
-0.3459,8,4128.976315
253.142678,405,4138.65882
42.565668,694,4154.490642
32.90616,114,4157.979847
-0.275835,53,4158.772101
217.518868,246,4165.113055
392.218366,817,4185.692391
-28.250969,308,4192.950445
5.325146,165,4196.708122
1.968633,26,4197.099723
-15.547996,87,4199.863302
439.314664,646,4212.235358
915.198972,1991,4260.630386
579.956753,726,4277.767397
610.410127,845,4297.117028
23.465517,407,4306.750445
395.024048,537,4317.781886
249.427511,318,4324.827049
9.251027,225,4330.52463
317.029256,609,4345.873759
-61.925983,361,4353.597986
-1.0,1,4353.614923
-84.451698,288,4361.290489
-21.913306,40,4362.510572
27.322437,125,4365.190291
188.907539,619,4378.568017
19.545265,207,4382.437415
-222.833902,403,4392.595634
22.443488,80,4394.409225
147.491484,333,4402.588244
3.00768,32,4403.075909
35.089983,150,4406.843366
-85.209838,114,4409.446902
158.678035,678,4426.311676
576.898609,812,4445.648085
-4.127998,135,4448.488695
-37.526748,291,4454.463763
223.163368,795,4474.917598
64.383898,432,4484.36952
479.470292,515,4496.629387
-0.789834,9,4496.759026
2.271766,82,4499.29266
103.382677,136,4502.115284
146.88031,351,4511.884327
-39.4,49,4512.611082
200.565713,518,4527.792611
73.097214,324,4533.568435
29.87639,194,4538.521356
-58.089561,251,4544.082402
0.072762,10,4544.229998
489.641784,1525,4583.684866
248.314115,318,4590.946561
-111.833542,654,4606.812449
-52.265143,239,4614.095449
387.141782,747,4631.964517
1082.886599,1533,4666.223242
147.547461,408,4675.304935
1274.590564,2201,4725.442103
55.049745,568,4737.937551
-213.652964,386,4745.729293
29.437092,35,4748.676056
547.229141,651,4762.051364
52.13303,236,4768.59416
8.475241,66,4769.569565
318.517294,410,4778.859617
92.172318,420,4790.550149
-1.0,1,4790.565403
27.648134,38,4791.132988
-1.3228,13,4791.320518
142.723129,586,4805.429355
11.0,13,4805.619684
449.578038,500,4818.831205
-32.489919,168,4823.593416
103.682809,310,4832.061357
294.610181,755,4848.565346
922.878699,1580,4887.325122
-34.253008,108,4888.911234
-6.474113,109,4892.076146
-134.505423,422,4903.099486
-13.0,16,4903.336904
70.438282,188,4907.632054
380.11106,1050,4932.358049
282.678834,464,4941.754383
-1.0,1,4941.772193
932.057327,975,4966.297935
901.440332,1363,5000.073738
0.945377,20,5000.399035
52.612964,389,5010.507416
301.225435,522,5021.912286
123.422986,143,5025.451715
301.917579,460,5036.639632
239.745322,589,5047.810715
399.007805,650,5063.791044
17.313316,77,5065.395079
10.220532,44,5066.031499
357.44216,765,5083.285202
-122.679503,195,5088.452827
494.879996,1337,5119.540801
104.243747,282,5125.560329
57.099713,184,5128.944402
205.895685,366,5136.391614
-141.157649,564,5148.684978
413.366289,919,5170.00567
236.381639,473,5181.208234
22.480811,112,5184.502868
1.541217,24,5184.861722
99.82663,192,5190.469793
259.389898,377,5198.783289
17.384883,609,5211.589551
-10.6,14,5211.807073
-4.704239,66,5212.841974
1079.415237,1479,5248.943485
180.986418,282,5256.220102
3.201007,81,5259.343839
161.638558,385,5268.386642
670.587515,802,5286.719655
429.829304,1038,5310.27544
42.024605,78,5311.423033
-1.0,1,5311.437103
-3.112552,33,5312.642488
-4.500589,826,5331.831251
6.397291,75,5333.587298
-1.0,1,5333.602625
1522.149208,1943,5375.781433
22.396101,879,5395.350825
18.0,38,5397.587006
1081.905596,2091,5447.978901
172.602975,283,5457.376447
-1.0,1,5457.391701
115.294908,221,5461.79617
181.123663,428,5472.04255
185.07403,230,5478.065255
-1.0,1,5478.080116
48.258537,187,5481.216035
65.975313,116,5483.543168
21.02534,593,5497.855081
-2.859624,141,5501.588704
213.488106,294,5507.676764
100.162666,119,5509.793106
689.642196,766,5528.154354
0.742835,71,5529.803348
410.607451,508,5541.031129
457.125564,739,5555.914938
249.100079,341,5563.951653
333.045826,755,5582.75509
1995.368594,4280,5682.549447
33.293128,75,5686.12665
626.397582,1134,5711.59761
-112.531978,597,5725.868296
263.726991,427,5737.152373
50.170252,523,5750.213811
243.524538,312,5760.037149
-49.515795,263,5765.389398
-19.55578,144,5769.048377
9.804766,56,5769.867468
275.854219,521,5781.866786
257.950693,385,5793.22859
401.259362,842,5811.504512
-22.33869,144,5815.51597
3.363673,60,5817.183563
0.891526,39,5817.772218
-18.676169,596,5831.920763
207.979556,362,5840.552154
426.564046,693,5856.33624
99.855282,213,5860.848206
-8.821882,676,5882.29474
-1.0,1,5882.309193
407.854839,471,5893.127225
337.152579,1119,5918.884468
617.31099,1422,5950.919022
219.147009,411,5960.296165
9.558214,29,5960.721605
69.38081,164,5963.961871
1699.778165,3472,6048.584318
-12.483565,69,6049.887196
257.269062,351,6058.681066
703.971432,924,6081.973714
87.126737,310,6087.927726
38.0,40,6091.041186
592.39215,1107,6117.601026
467.501434,529,6130.403151
-4.347239,37,6130.952168
69.03947,79,6133.362952
308.693838,410,6141.139818
153.447888,334,6149.270833
30.872822,109,6151.935687
1.590225,193,6157.062316
-45.0,80,6159.703712
357.125729,466,6171.058792
25.748797,32,6171.526255
-31.87983,258,6177.947185
512.608711,608,6193.868968
20.177363,140,6197.891355
-1.0,1,6197.908165
88.516659,207,6203.548596
24.0,26,6203.921936
1555.145165,1945,6249.612436
-32.152299,153,6255.120744
-5.052985,85,6256.362112
69.335443,438,6267.428998
-27.17809,62,6268.326041
-22.299067,128,6271.257951
424.700119,843,6291.052346
683.479547,930,6313.068998
103.883449,204,6319.550992
110.988478,124,6322.622293
-11.4,42,6323.28225
192.710268,1312,6354.895351
600.707564,1000,6382.285281
566.37928,1322,6411.835642
-4.2,46,6413.091768
259.4202,324,6420.528097
-16.2,20,6422.197281
713.452479,1079,6445.166386
28.773737,85,6447.008736
18.428953,136,6449.910588
75.0,77,6452.284635
326.70186,858,6470.448457
-1.0,1,6470.462851
1120.004191,1480,6509.356545
5.489138,56,6511.924141
1145.652455,1377,6541.582722
26.525369,1376,6574.689452
555.726918,744,6591.361514
1133.046563,1353,6620.394131
-13.0,25,6620.757951
62.735692,127,6623.742942
24.635335,236,6629.376176
-2.960881,67,6630.392102
331.857898,369,6639.839631
106.397836,286,6646.406106
463.831264,589,6660.305684
795.612641,1011,6683.147736
161.578968,549,6696.214161
363.573428,429,6705.10212
219.813908,1102,6730.201496
91.934754,497,6742.691577
286.634608,368,6752.616
694.259821,1433,6784.551745
346.208273,487,6796.910946
-109.467079,350,6804.179838
296.436905,541,6815.361138
44.04249,49,6816.780837
51.245031,161,6819.732085
590.160759,1398,6850.469321
261.324026,325,6857.623579
919.855201,1329,6886.800985
-64.173125,292,6894.425835
-1.0,1,6894.442323
-41.186782,396,6904.88329
39.343928,292,6910.780756
202.332129,358,6919.115859
-3.809471,23,6919.467632
-51.998159,303,6926.113139
767.512149,1170,6954.382972
58.0,60,6957.262156
1015.922161,1307,6986.943622
324.027981,373,6995.248378
-3.984661,61,6996.16212
2.0,9,6997.873487
366.685177,435,7007.472606
39.605494,87,7010.990818
424.273484,466,7023.635205
288.609305,358,7032.229379
1846.722921,4163,7129.54761
-6.6,8,7129.666468
103.374211,293,7137.44149
191.414554,331,7145.205847
870.741509,974,7166.911371
588.762044,1594,7207.213227
135.914774,172,7211.156657
868.881726,931,7232.037613
406.417603,520,7246.98105
1314.237534,2170,7300.870736
591.130509,748,7317.183402
62.805916,141,7319.683874
118.777856,342,7327.531329
144.531986,233,7331.759244
529.056293,547,7345.922931
34.0,36,7346.452656
588.101838,777,7363.405152
1142.196247,1299,7396.079432
174.512037,246,7401.129146
1550.979518,1793,7440.253663
-6.634542,15,7440.472239
290.743659,360,7447.874928
391.392542,449,7458.590205
63.748468,253,7464.923839
202.0,214,7470.75228
480.084654,675,7486.043108
0.08043,109,7487.67426
181.835253,383,7496.285329
581.075769,785,7515.344931
120.617559,192,7519.356603
677.751791,702,7535.16589
797.580379,1087,7562.438289
611.2391,790,7579.69714
56.065608,286,7585.067957
218.0,220,7590.127164
-1.667376,5,7590.200338
0.0,28,7590.603215
-35.4,84,7593.110506
121.381967,165,7596.547267
833.561118,1067,7626.811127
-15.4,19,7627.080499
323.634433,521,7639.26105
81.0,83,7641.241435
9.774908,40,7641.833163
-2.413687,79,7644.444613
27.15498,73,7645.511285
199.765958,421,7655.946421
-1.0,1,7655.960815
669.354877,885,7675.843743
2139.16389,2882,7741.231322
-33.707786,213,7745.844454
621.058821,741,7763.959665
231.481122,436,7773.900091
3.349602,32,7774.368233
738.519293,957,7800.139829
1.395548,17,7800.386736
728.430896,768,7817.14762
50.0,52,7818.79224
894.53227,1433,7853.747015
-38.798789,113,7856.264755
21.795699,187,7859.956892
10.200576,75,7863.024504
752.655508,1144,7890.01071
974.982541,1138,7918.504802
543.009344,884,7939.665797
813.850054,971,7962.173181
51.289857,200,7967.932709
332.297742,421,7976.172909
254.713481,400,7986.613249
240.0,243,7992.486085
-50.000488,187,7997.964099
9.72023,252,8004.013469
69.802216,133,8008.008765
571.203084,669,8023.348979
304.04729,477,8035.494638
56.502554,275,8040.946914
-96.349454,217,8045.532977
37.214465,396,8054.262703
552.04106,597,8068.261275
628.162938,681,8082.849437
232.507123,270,8087.896866
932.951852,1328,8120.725217
-18.6,23,8121.069875
1437.269378,1755,8162.556751
1028.913244,1498,8197.363681
382.831691,448,8208.091924
660.102678,863,8228.96314
257.317371,314,8237.106399
-1.0,1,8237.121136
14.055827,64,8238.739959
5.532367,14,8238.943319
578.026788,1150,8263.375971
38.680654,183,8267.464709
-14.572133,209,8271.117166
428.083411,590,8283.36708
544.325568,1020,8304.682918
70.977291,86,8306.597803
433.048266,571,8317.633443
225.500837,287,8325.93216
0.724145,13,8326.118708
621.120088,724,8343.01876
171.431692,198,8347.583298
178.0,180,8352.728351
-1.0,1,8352.743351
-13.945537,102,8354.244229
50.087146,569,8365.643242
63.754217,86,8368.204794
715.6179,764,8386.280848
364.847388,541,8398.410391
92.417277,373,8409.67389
835.0,837,8431.591944
-1.0,1,8431.606939
-0.787654,9,8431.738589
153.805126,225,8437.277255
1005.774148,1118,8464.37065
449.07171,1818,8507.363032
58.315989,116,8509.923176
510.732724,620,8527.398126
16.105505,146,8529.950218
114.185014,274,8536.223571
1401.210985,1805,8580.317913
752.17414,1204,8606.111801
3.683875,318,8613.851891
357.487517,674,8630.420159
105.221749,162,8635.448051
8.449206,135,8638.01971
-1.0,1,8638.034799
-30.561511,121,8641.496027
66.782314,92,8642.850489
624.241576,1213,8673.96493
250.968714,380,8683.274532
35.971091,289,8692.534436
97.314911,146,8695.461386
56.023435,208,8699.312195
434.726592,637,8715.128776
-18.426204,60,8716.741301
457.436229,576,8729.987857
415.826552,803,8745.829788
-33.652699,43,8746.452181
137.376729,274,8752.688868
1551.68251,2261,8803.041451
374.064526,388,8810.576595
774.709958,1062,8837.052925
4.398338,38,8838.090787
8.001074,49,8838.809405
533.805247,667,8853.322947
133.880858,159,8858.461148
448.675511,758,8874.448595
-7.881569,228,8878.326338
1129.099493,1267,8907.769576
-12.13457,48,8908.485921
-1.0,1,8908.500504
441.26829,532,8918.95737
220.103576,248,8926.049652
1346.199941,1591,8960.833093
-2.144754,8,8960.949959
432.597968,812,8979.378941
-2.6,13,8980.67272
716.032397,741,8996.506434
-0.384835,7,8997.560493
57.659102,207,9001.067024
1504.977557,1628,9039.5508
930.895471,1597,9078.778412
1122.071041,1526,9113.328351
191.357265,281,9119.091941
12.582333,199,9124.258505
-0.930256,40,9124.84019
-3.065887,8,9124.959224
548.289213,624,9139.623038
18.477817,174,9144.496042
683.662472,721,9160.058303
1670.77246,2278,9213.78828
454.104697,622,9227.744029
623.285467,770,9244.984879
37.614302,46,9245.650186
1060.049391,1260,9276.224483
108.803075,656,9292.714583
-34.275757,630,9305.201722
843.494693,1200,9334.01058
645.620524,1474,9369.720601
-2.6,3,9369.76517
104.39255,136,9372.219013
15.0,17,9372.46349
99.251589,102,9375.025115
731.775624,1368,9403.973179
-4.802689,62,9405.542684
447.906937,924,9428.602526
947.735767,1379,9462.989663
325.309539,1190,9493.290159
-1.0,1,9493.306738
-15.078548,69,9494.315369
-7.14009,37,9494.864196
8.464275,41,9496.28639
568.624241,745,9516.84068
-10.349255,101,9518.361609
1460.233904,1880,9562.250976
184.226939,245,9567.266781
1475.169864,1794,9616.769474
43.526427,52,9617.53864
103.497268,219,9622.881865
1109.215954,1271,9654.002269
-4.40351,59,9656.035725
509.083849,736,9674.235432
336.550828,390,9682.363614
33.293284,36,9682.885014
470.354746,640,9698.440371
4.326065,67,9700.285254
444.859074,521,9711.97373
54.586814,321,9717.749607
-47.379526,562,9731.216275
420.661973,510,9743.99776
1228.602902,1682,9781.778557
419.92888,498,9795.373463
1241.712642,1581,9832.624376
50.724661,80,9835.028374
778.500264,888,9856.349547
62.672573,132,9859.97501
240.323354,315,9866.449399
1120.815377,1247,9896.990443
-6.508478,49,9898.54588
311.900199,387,9907.804029
-16.410245,63,9908.727385
11.247026,213,9915.243077
1.101612,29,9915.661461
-0.312526,136,9919.469307
763.454693,816,9939.38545
1052.836596,1294,9965.061096
343.430295,459,9976.518369
499.82724,995,9998.910262
881.300864,1080,10024.317353
621.777714,723,10043.678234
-10.912386,48,10045.256123
295.862887,348,10053.802893
124.196682,250,10059.028154
-41.532722,104,10061.072382
415.552523,518,10074.475446
481.418349,796,10092.464878
-1.0,1,10092.482311
129.144706,352,10100.374165
549.386096,606,10114.312189
2.925124,25,10116.814275
0.299229,26,10117.200146
660.063488,1294,10148.4549
26.0,28,10148.876512
188.644182,235,10153.447475
166.539215,239,10158.181197
580.547525,613,10172.34499
42.0,76,10173.717215
-4.056533,33,10174.222804
288.78512,385,10184.736178
-1.0,1,10184.750931
50.74655,139,10187.796826
-13.558131,101,10190.508985
0.077388,13,10190.703262
47.189221,243,10196.542233
256.627958,267,10202.127722
1.538543,38,10202.684437
193.80873,283,10209.423666
641.785937,1018,10230.000266
36.357474,87,10232.058838
