#{"t_start": 1643378250.1699631, "env_id": null}
-24.648084,94,10233.459092
-25.58073,116,10235.649719
-9.948053,22,10235.973569
-1.0,1,10235.988621
42.91373,150,10239.89196
101.402136,114,10242.631667
761.259784,933,10264.229537
-10.252414,117,10266.501121
115.148642,136,10269.812351
-8.489261,658,10285.845284
0.050463,393,10294.033715
-0.849094,7,10294.135206
585.972379,617,10307.747761
370.688065,500,10319.161097
84.902961,234,10323.749653
760.301514,1043,10348.575083
-0.16782,5,10348.648911
73.200405,179,10352.086998
77.136985,91,10353.692783
113.236526,250,10358.526025
223.0,225,10366.55349
1.59571,16,10366.802967
-5.850273,34,10367.302356
237.23146,662,10382.243389
10.830401,14,10382.448767
-1.0,1,10382.464332
1091.996533,1149,10408.467006
627.62155,647,10423.078323
262.436391,337,10432.568237
799.8196,984,10456.932316
321.178254,776,10474.555509
852.950132,913,10497.506889
56.699027,81,10501.416536
18.190264,35,10501.954121
86.760254,111,10504.348559
65.511741,130,10508.222678
-6.984208,55,10509.033509
33.969618,127,10512.7987
-103.170121,285,10519.695171
-1.0,1,10520.569037
-1.0,1,10520.584319
809.518414,3109,10598.222547
-3.098638,39,10599.840265
78.377195,168,10604.416943
1628.078559,1924,10647.914515
537.402932,588,10662.754009
1465.867399,1637,10701.10149
-1.228208,3,10701.145267
4.358231,40,10702.683007
140.920473,366,10712.331244
-9.242636,243,10716.747864
43.639388,240,10721.993196
4.825331,53,10724.53364
34.803619,71,10725.575576
-1.0,1,10725.590531
6.1406,165,10730.420504
1373.001878,1627,10772.751558
311.579765,404,10782.145333
-7.045025,154,10786.059171
168.526742,202,10790.54321
8.0,10,10790.689124
-307.4,384,10799.808212
85.525331,338,10808.965157
382.672372,411,10818.93646
293.414993,635,10834.028287
1071.317304,1140,10859.888464
-6.263895,38,10860.439172
879.058614,1573,10900.436366
615.555319,716,10918.588602
0.710869,25,10918.955005
490.894338,552,10933.99562
956.076417,1007,10957.12722
581.742499,1089,10984.204408
27.058699,32,10984.67888
1694.052674,1851,11029.816381
858.255517,1119,11057.565701
454.042096,854,11078.513509
1258.052576,2569,11141.525311
26.8928,173,11144.713955
65.926569,72,11145.765243
956.871136,1027,11172.917687
80.138728,190,11177.244317
97.101207,468,11188.384368
-63.763804,243,11194.294227
409.873925,469,11208.448539
1021.532033,1107,11233.20658
44.019538,60,11234.078537
1990.773535,2302,11286.492032
517.007769,710,11301.860085
-41.164943,83,11304.615236
390.351595,447,11314.263633
-12.230658,187,11318.616035
0.589166,27,11319.009864
449.0,465,11329.784931
10.432561,64,11330.728478
581.777002,701,11348.990692
453.707545,519,11361.976234
674.241223,1705,11405.229323
19.091369,207,11408.777136
41.15266,114,11411.409026
334.061153,346,11419.951372
1495.924088,1512,11454.167603
948.917777,1043,11480.663301
1208.931185,1347,11516.384758
1112.627682,1318,11548.947247
666.084801,988,11573.478182
1336.950243,1475,11608.588463
-0.978867,3,11610.359282
491.90564,625,11625.379509
685.244079,1081,11647.936925
3.854652,129,11650.914732
-8.2,10,11651.060565
1.303386,425,11661.369622
-102.2374,162,11664.908792
4.0,6,11664.995002
2.217954,135,11668.001597
1421.712186,1577,11706.360219
6.485904,205,11709.835304
-5.921729,44,11712.897018
679.808047,861,11734.860332
391.317416,449,11745.441384
456.354497,557,11756.846272
362.179815,459,11768.366079
625.649782,763,11786.776015
263.573302,611,11800.697513
97.063354,123,11803.315952
23.917652,170,11808.061518
704.756626,984,11832.806326
6.0,16,11833.037126
32.497005,149,11835.725936
1175.065453,1602,11875.767575
1644.849151,1758,11920.24576
-2.6,35,11920.753375
287.904298,419,11930.835835
11.498089,72,11932.702077
73.424678,178,11937.623815
208.024959,499,11950.884657
596.385802,823,11971.188978
-65.227621,301,11978.06434
1484.144476,1653,12020.904338
17.396988,243,12027.637519
717.97161,724,12044.613247
524.900002,540,12058.766391
-31.996317,78,12059.909291
353.554691,511,12073.276748
179.303126,405,12083.773965
1772.436713,2366,12140.064172
225.695182,311,12149.56819
438.158293,483,12162.470952
1488.663165,1619,12202.057233
-1.0,1,12202.072271
244.818402,262,12207.183373
538.222951,742,12228.728071
587.089109,683,12245.561204
39.0,41,12246.868158
350.733756,458,12255.505216
348.265451,474,12267.116601
536.187025,761,12286.699504
834.595167,945,12310.346915
997.698965,1126,12338.524328
310.55481,467,12349.11751
161.576306,621,12367.904475
41.953777,100,12369.716577
-1.0,1,12369.73257
458.250678,544,12384.893292
1369.221045,2109,12431.102456
273.50503,337,12438.861527
40.876087,366,12449.391247
-0.965227,2,12449.419882
1655.617003,1731,12492.753119
160.184311,178,12496.219058
747.999233,833,12518.720176
5.0,7,12518.821421
269.033345,548,12532.419329
15.735499,202,12537.79994
90.008503,299,12544.233084
44.159126,414,12558.181343
338.587266,376,12567.487316
-32.39846,50,12568.212495
-50.243832,448,12578.636347
170.976412,232,12582.945466
-1.0,1,12582.962283
-1.0,1,12582.977614
42.468619,100,12584.524218
206.991243,210,12591.284273
732.369811,811,12610.887112
-101.0,126,12612.977071
1110.571992,1127,12641.519741
158.928059,385,12651.216003
299.869143,346,12659.339801
-1.0,1,12659.354681
56.714944,78,12660.485034
356.592673,496,12673.665038
-1.0,1,12673.680707
121.0,123,12677.514276
169.579679,422,12686.302077
517.288839,598,12699.733172
140.053773,210,12706.309211
649.347404,821,12729.047176
63.143975,249,12734.659738
0.877553,26,12735.04841
686.877702,891,12756.371232
-1.376523,5,12756.442474
1043.139702,1263,12785.975492
4.0,6,12786.064527
388.00537,399,12797.720868
1512.804539,1735,12842.422982
-10.941216,102,12844.748301
15.775749,134,12847.904599
140.616331,226,12853.573237
475.0,513,12864.625584
-16.2,20,12864.914894
430.768063,589,12881.100227
528.073545,637,12898.034637
-17.8,22,12898.357359
112.845647,327,12907.016148
47.076344,82,12908.214641
-12.21253,86,12911.674041
14.642363,170,12915.155017
656.46817,702,12935.841809
1402.004611,1560,12973.589783
-10.6,13,12974.461779
-81.0,101,12975.974801
201.752804,245,12982.19644
675.653498,725,12999.755825
-21.0,30,13000.235023
75.174087,172,13005.56525
824.617966,1031,13029.496448
-73.078521,156,13032.381651
2.750836,43,13034.753595
441.081719,636,13048.646471
1514.079151,1577,13087.169105
590.212217,628,13106.593355
24.184203,57,13108.206312
380.360763,493,13117.636097
1577.784997,1648,13156.644173
-139.928859,227,13163.356241
166.476226,256,13168.596253
130.986825,439,13179.691275
476.869038,573,13194.305237
27.845511,102,13197.653691
217.806616,250,13204.451826
868.754898,1395,13235.339642
-1.0,1,13235.354429
149.745957,199,13239.244285
-3.104759,10,13240.716272
33.0,35,13241.225491
36.071404,84,13242.455441
-1.0,1,13242.470377
624.781455,653,13259.787374
-50.130848,504,13272.454864
564.372749,753,13292.076552
778.964671,1047,13314.674827
102.864974,209,13320.507343
-14.253217,46,13321.23634
627.519865,826,13343.672399
132.193294,205,13347.70653
1.336781,27,13349.350795
487.50223,712,13365.984096
2497.401456,2770,13435.578446
-4.18403,782,13455.118649
385.116507,1157,13482.077973
-1.0,40,13482.671653
310.396704,375,13490.676273
-9.775723,48,13492.28771
84.49935,176,13495.542397
714.284039,1414,13528.399724
1060.561658,1146,13554.756581
481.118596,571,13568.924533
305.953096,333,13577.994289
278.803775,513,13590.512277
-2.002897,13,13590.712513
369.981987,378,13601.758422
994.66063,1515,13639.165522
1093.997099,1177,13669.620456
102.216974,195,13673.181415
-1.0,1,13673.197049
10.540767,155,13677.308065
17.350264,44,13680.331939
19.102143,29,13680.770353
526.29213,539,13694.899839
-6.365822,71,13697.982156
930.234035,1030,13724.241558
1482.102319,1889,13769.915024
948.970059,1028,13794.702707
1477.299892,1538,13833.960723
-1.0,1,13833.976826
881.225407,965,13858.360229
806.004718,843,13880.279492
1.67329,13,13880.482526
397.777938,513,13893.978664
106.045902,122,13896.748906
34.619927,287,13903.526809
94.554636,160,13906.831756
-1.0,1,13906.847003
450.422143,569,13921.349235
487.928745,553,13934.062684
13.457487,25,13934.429408
-1.0,1,13934.444379
58.661945,255,13940.600381
216.379559,341,13947.950576
274.541375,386,13958.642475
610.700922,631,13976.136448
117.455964,200,13980.799628
237.427175,271,13989.088252
-1.0,15,13989.308894
753.431754,805,14005.157057
653.728691,687,14021.553541
195.744102,206,14026.764724
480.634483,814,14044.783412
81.257289,102,14047.838909
474.371721,635,14065.302702
886.340547,1130,14091.46798
448.653971,652,14110.639274
1.246462,37,14112.735674
-25.8,73,14113.793184
165.137899,179,14119.073843
16.872638,64,14120.0174
-1.38288,11,14120.177417
817.761976,897,14146.312253
4.566166,9,14146.445279
-1.836175,8,14146.564907
859.90252,915,14171.617348
-31.378016,163,14175.174504
22.2403,176,14178.48747
770.9249,894,14201.490234
720.260863,749,14221.785611
1362.412465,1661,14265.172942
-1.0,1,14265.187935
165.412448,230,14273.60957
1560.426549,1754,14316.6561
146.468445,210,14320.504243
9.8,55,14322.746648
41.650689,58,14323.615754
1624.310557,1781,14370.175107
1341.515874,1464,14406.961279
774.683433,811,14429.214517
264.935424,399,14437.352409
17.89305,42,14437.967823
823.224045,844,14461.114692
156.165566,362,14473.659027
32.447053,91,14475.845621
358.688862,426,14487.908127
13.122692,141,14490.716485
-3.276556,47,14492.360994
-69.8,87,14493.637316
-181.8,227,14499.35513
544.082362,695,14516.809129
3.960371,33,14517.295684
914.04793,1000,14543.348854
-1.0,20,14543.642751
2665.073478,2983,14617.91031
261.51901,528,14632.437643
1481.273433,1814,14677.889978
795.123882,798,14697.080025
1030.923705,1089,14724.251281
642.0202,765,14742.850855
32.884135,148,14746.119008
874.17427,973,14770.53054
844.25151,919,14791.867042
-11.599862,193,14796.887085
21.517554,31,14797.332054
415.856711,435,14806.55626
820.621041,901,14826.81175
288.491057,335,14833.838849
-57.0,71,14836.381382
102.976651,135,14840.931989
141.560574,219,14846.512971
-1.0,1,14846.527801
695.40324,726,14863.939725
566.049774,721,14881.133022
1308.920008,1428,14914.225477
318.172583,481,14928.516026
967.291297,1122,14956.919961
370.0,372,14966.303775
371.589771,410,14975.127016
228.360408,351,14985.598649
5.65465,60,14986.517848
1744.527566,1964,15039.615869
4.0,34,15040.108382
394.454531,456,15051.424931
981.876311,1192,15081.965822
282.986034,330,15091.054004
379.913823,579,15107.125655
383.0,395,15120.188749
498.786159,556,15131.321663
24.408965,50,15132.730723
-1.0,1,15132.745004
28.314571,390,15141.610555
665.088553,683,15157.248463
50.584236,63,15159.60733
477.610121,666,15176.366706
37.303607,87,15178.787534
50.121956,84,15180.092314
48.0,50,15181.925999
175.983971,247,15187.874958
-1.0,1,15187.889244
-48.627599,398,15196.27257
7.0,64,15197.854109
760.979332,948,15220.945308
433.087809,547,15233.280623
-1.8,17,15235.063626
197.0,199,15240.61614
943.937431,1056,15268.96135
228.966462,277,15276.244459
2172.810293,2685,15347.820582
-1.987862,20,15351.423393
171.0,173,15355.548278
971.74411,1485,15395.720524
533.811961,547,15408.675665
-1.0,1,15408.689786
406.898715,532,15420.826072
-25.8,32,15422.456759
288.393751,482,15434.512263
633.194372,648,15453.485482
6.783722,186,15456.826156
136.36684,175,15461.170964
67.2387,118,15464.611234
477.340755,765,15482.024033
2799.734448,3732,15573.872049
0.945881,23,15574.208216
195.409603,462,15584.192176
41.964412,66,15586.238546
857.469594,867,15607.484278
620.0,622,15623.521168
-1.0,1,15623.55344
20.258948,130,15626.101509
471.392411,522,15642.414634
243.816486,287,15649.967594
121.222476,164,15655.146873
772.441122,782,15672.815331
1159.849698,1219,15701.446522
8.061972,38,15702.019431
2.156861,55,15702.827262
8.774329,13,15704.293869
18.0,35,15704.813638
26.214149,123,15707.239615
86.2,95,15709.096713
173.0,175,15715.013238
34.123173,167,15719.103856
380.913133,649,15738.75757
234.808983,263,15745.840117
-1.434668,6,15745.928997
373.227588,379,15755.985077
745.637444,878,15778.160505
721.1754,786,15794.376103
2087.86281,2304,15855.685696
698.99909,728,15874.6908
64.518513,79,15876.863101
415.951398,454,15886.009455
952.513038,1020,15914.015945
146.356183,193,15918.688396
108.606891,191,15924.068425
163.4,185,15927.299299
1274.458765,1406,15961.143552
571.917813,711,15978.555233
767.699217,874,16000.171307
-24.2,30,16000.612432
79.48628,127,16003.32665
650.104096,682,16019.570511
504.159806,690,16034.329505
-9.8,12,16034.506493
398.0,412,16043.686638
290.977652,539,16057.590252
59.173384,72,16060.971181
235.0,247,16067.478703
-1.0,1,16067.494695
-25.8,32,16067.964267
20.160424,92,16072.6835
1598.342423,1685,16116.842565
-29.940668,69,16118.962042
365.83744,371,16129.108885
854.884878,953,16149.480012
819.561782,923,16171.638627
48.211425,277,16180.020847
-2.528952,74,16181.113442
1697.966251,1763,16228.683988
-12.688244,41,16229.281885
923.064055,1046,16256.492843
572.092268,864,16275.718216
1195.918089,1644,16316.600549
22.219836,43,16318.420285
84.633546,96,16319.823011
1072.213627,1335,16353.012582
1030.600218,1085,16382.255852
265.170117,304,16388.219099
684.060464,711,16406.743779
767.845144,817,16427.189456
1144.615881,1207,16458.171688
-28.27788,110,16460.792932
0.929902,10,16460.940341
575.628189,635,16477.11712
171.368993,205,16484.81168
191.942059,226,16490.240704
699.156481,930,16513.258499
340.163568,370,16520.174419
129.832297,298,16526.364568
488.173029,871,16548.83483
173.993674,182,16552.989809
1654.169971,1993,16605.459526
825.44905,842,16627.174742
219.28815,282,16634.829493
297.105779,343,16642.334377
1027.056064,1444,16677.615557
360.272429,476,16689.847571
452.548401,1124,16717.652007
628.310487,850,16743.206758
-1.0,1,16743.221202
324.727072,399,16752.857367
349.0,351,16762.9984
-1.0,1,16763.012743
432.115431,537,16776.134456
2470.464004,2941,16847.493568
14.372853,210,16853.126111
717.55605,940,16877.291708
513.50464,547,16889.126437
1388.113184,2309,16946.44128
-1.0,1,16946.457226
186.0,207,16950.48403
27.608839,99,16953.251367
10.552403,114,16956.270111
407.07204,479,16967.354473
268.162256,290,16973.64961
324.646273,407,16982.845596
954.0,967,17006.900184
772.215304,897,17029.650198
2403.802518,3187,17115.860409
324.172355,381,17126.227831
339.345609,435,17138.366549
573.224195,586,17153.615647
0.863104,40,17154.236415
1581.44342,2436,17219.621575
4.315251,52,17220.390752
92.028452,111,17222.681776
56.187205,283,17227.850254
538.567002,664,17244.414688
738.880335,859,17264.970436
1439.499629,1852,17312.83269
1569.611425,2038,17365.227905
1660.59564,1736,17409.386437
1041.22919,1221,17441.740109
820.335976,907,17468.547551
470.821126,571,17484.53631
1714.530812,1747,17525.588734
164.413593,235,17530.857916
177.026432,191,17534.886895
103.246612,199,17539.907321
747.15601,1068,17567.405926
785.219185,916,17586.216432
-24.595275,56,17587.05129
2.532206,49,17589.474127
903.187093,973,17616.788598
275.0,305,17625.218419
1298.517492,1674,17669.43993
162.924321,235,17674.955626
272.0,274,17682.329828
571.879977,607,17698.728819
1904.875256,1992,17750.909116
-2.816473,16,17751.147469
163.619001,370,17758.027547
417.861971,483,17768.492089
496.36199,571,17784.050571
1509.672187,1718,17829.189005
-27.4,34,17831.700244
492.940015,564,17846.438357
150.003546,250,17852.871525
-16.967745,175,17860.163176
219.63578,293,17868.619667
1456.771208,1857,17918.616463
1379.28296,1904,17967.829482
1475.498218,1672,18008.323638
167.394894,256,18015.149345
655.589649,827,18033.052949
265.652774,376,18041.523036
193.547871,239,18047.361099
66.742018,106,18050.617146
953.107521,999,18076.795379
-1.0,1,18076.811094
1069.016562,1160,18107.818047
441.192332,482,18120.110674
831.827123,989,18143.889213
0.240435,11,18144.051553
-52.203229,177,18148.152926
-10.6,13,18149.028971
581.728511,634,18162.740908
373.116115,913,18186.953899
1645.60901,2026,18241.003885
483.430327,523,18253.29452
253.018737,424,18264.883108
342.517786,531,18277.478703
2.939119,36,18278.003143
714.534413,732,18294.933189
197.019397,461,18306.894069
166.309247,180,18310.406468
18.162845,106,18312.876963
1667.158911,1810,18360.471254
683.981536,888,18383.501444
363.0,368,18392.630626
277.064983,341,18401.787075
-2.6,3,18401.830565
333.318557,458,18414.375833
5.545057,63,18417.220311
6.759557,149,18420.149301
615.568349,719,18438.967972
205.452479,325,18447.945235
1456.171495,1477,18487.55387
551.012782,709,18506.223068
157.450279,197,18510.456144
1809.615422,1975,18558.391205
268.598126,332,18565.653195
8.788927,79,18566.801941
286.260479,337,18576.096103
28.79838,120,18579.933422
666.42715,793,18598.695758
22.927634,236,18604.65567
-3.60249,256,18610.973176
594.199456,657,18629.362282
391.0,393,18640.420676
482.0,500,18655.703623
50.146451,95,18657.074411
631.967935,722,18674.414983
892.723678,966,18699.025208
654.921778,853,18720.225284
425.385982,459,18729.955827
243.478686,272,18738.102672
182.70215,229,18743.30523
-24.2,30,18745.591295
-1.519416,42,18746.202616
148.600084,207,18753.324459
510.579866,543,18767.158332
-18.562923,79,18769.058864
52.675825,173,18773.585329
-10.6,13,18773.774984
301.863502,495,18784.550453
1948.624977,2308,18843.074888
342.175618,354,18851.289012
103.776682,167,18857.860231
-32.297113,88,18859.148654
703.58223,823,18879.755691
62.892976,147,18883.451576
448.74481,552,18898.162239
1459.79011,1583,18938.379513
91.707558,161,18942.070208
19.668309,71,18945.92997
-6.652247,156,18950.38903
181.28515,223,18956.325648
1114.427869,1339,18987.683098
143.568961,163,18991.115967
-2.143315,26,18991.516834
233.535356,260,18998.789407
-1.0,1,18998.80441
1202.734383,1344,19035.455938
-10.692981,15,19035.680836
824.922532,1066,19063.722484
107.870348,291,19071.208568
374.193165,527,19084.326449
734.379679,914,19111.576406
246.675071,339,19120.443307
205.014038,282,19129.37939
407.602647,463,19139.814367
610.681523,669,19161.630013
866.3054,1020,19186.871882
1470.656293,2194,19240.937783
1.698259,13,19241.128758
494.982247,588,19255.74649
-1.513269,4,19255.806012
-0.723307,12,19255.980359
792.201669,1059,19279.308441
-16.443515,73,19280.423362
211.808799,463,19293.111112
303.379005,379,19302.059974
180.0,200,19308.355833
1111.305783,1425,19345.271269
641.28651,840,19365.77347
-1.0,1,19365.788268
742.650857,2107,19423.598862
565.830407,596,19438.35687
-1.0,1,19438.373234
369.65347,539,19453.022234
606.62794,950,19476.844568
15.623567,34,19479.139607
382.977466,600,19493.132006
507.271357,685,19510.714562
613.658032,669,19527.978542
2473.234025,2761,19602.364955
0.0,2,19602.397265
799.322109,861,19623.613201
1550.025781,2034,19677.49953
2737.812278,3178,19764.301834
-2.249631,100,19768.500939
55.7419,120,19771.037148
-245.228977,583,19782.791058
1147.567255,1278,19816.452184
268.219276,302,19822.402694
-12.2,15,19822.623467
1504.930142,1663,19860.936185
-3.4,4,19860.99687
2538.817092,2696,19931.270375
1.537758,32,19931.734565
1733.181873,1751,19979.435723
-316.040834,734,19996.602476
1368.03859,1564,20039.236498
80.168917,132,20042.615105
1526.187593,1676,20085.016433
849.13733,1034,20110.037915
2031.298498,2220,20170.387249
792.16859,799,20189.790437
776.240065,877,20214.408216
1622.886707,1688,20254.988746
462.184566,734,20271.866006
4.74152,28,20272.277803
-18.722565,26,20272.69101
961.669337,1064,20304.08329
637.264978,725,20322.514928
2.032633,25,20322.883802
10.495941,759,20342.185298
45.838365,217,20349.521355
536.735541,635,20363.784503
197.84777,249,20371.873017
97.430898,164,20377.028114
187.557403,219,20383.443942
598.2,618,20401.04249
1255.149428,1538,20440.323592
872.918772,924,20465.816072
1.361578,17,20466.060692
5.321181,44,20466.697444
1356.746941,1643,20509.207035
927.983407,990,20532.454495
-45.038707,227,20538.875745
-0.262686,13,20539.066813
312.907443,392,20550.63146
934.8207,1057,20580.027554
22.053452,116,20582.622422
607.382787,648,20596.671562
607.74585,700,20616.55523
5.269426,22,20616.874309
559.024826,594,20632.387849
2124.59568,2389,20699.117536
296.57416,366,20707.182674
93.2,104,20709.477278
-63.517118,101,20711.14932
441.370034,448,20721.721255
-1.8,2,20721.750878
949.675136,961,20743.766835
-2.889418,12,20743.942621
571.092507,577,20759.133627
505.309479,581,20772.30649
362.508173,378,20782.001927
333.123856,466,20792.927446
117.422366,707,20812.550496
809.093406,863,20834.748991
1089.151739,1249,20865.234263
-126.6,189,20869.662677
1195.905329,1486,20905.790903
307.172789,403,20915.498475
1013.104477,1070,20941.919493
206.209381,249,20949.314297
2579.170862,2836,21024.387131
590.547848,632,21040.161076
1114.508683,2047,21094.579178
622.111648,657,21111.156489
74.322561,98,21115.096983
952.187361,1036,21142.163177
-33.772274,285,21152.323771
187.0,189,21156.16644
154.476028,273,21162.324795
337.326382,395,21171.581789
569.403035,810,21190.731707
-24.773778,107,21193.935577
750.046037,862,21214.923655
776.164833,864,21235.862778
1828.181786,2171,21295.127724
-111.4,139,21299.216999
3589.545577,3910,21396.949983
66.944301,75,21398.097006
1022.170487,1078,21429.982599
877.370261,1156,21461.357168
252.411215,463,21472.811668
43.0,49,21473.527117
247.676976,347,21481.453495
1518.852955,1561,21521.073692
690.897431,847,21544.68698
845.721458,893,21565.357594
578.172066,756,21586.662764
541.084897,555,21602.948828
381.194234,480,21617.170215
345.0,400,21626.258233
1091.367578,1259,21660.82766
73.0,80,21662.996948
218.329372,244,21668.552783
2268.466339,2685,21742.718627
-52.2,83,21745.359639
29.098839,125,21748.015658
827.868302,924,21771.902467
955.399048,1014,21799.114498
801.397342,836,21820.653595
34.0,36,21821.20791
648.652068,757,21841.104386
822.136666,905,21864.803172
1426.006249,1531,21911.022057
400.90545,529,21924.945591
877.563663,1068,21953.797947
-17.0,21,21956.221643
308.49046,334,21963.129099
-1.8,41,21964.426139
1937.174298,2233,22022.940847
22.026595,141,22027.84249
1.828756,16,22028.076096
602.024849,650,22042.613361
1496.681323,1726,22088.140257
812.929137,828,22109.2062
3.379304,59,22110.777515
824.049222,889,22133.532668
-53.065205,138,22138.251791
71.164107,247,22144.827593
332.394769,417,22154.595258
-14.685956,134,22158.055627
950.166387,1012,22181.759948
-70.464839,121,22183.919767
41.722376,100,22186.743397
-9.57516,85,22188.353205
1069.058478,1182,22217.463634
384.620573,421,22228.366958
3209.652272,3650,22316.957441
2.0,32,22317.429242
13.563087,118,22320.058936
11.689738,107,22322.508302
1873.733006,2091,22375.33986
133.329256,173,22379.264815
1657.531553,1718,22424.804402
2528.589797,3087,22499.804121
7.877915,26,22500.182479
2230.121982,2621,22572.093363
-1.0,1,22572.109877
231.706111,302,22579.083043
86.333901,134,22581.517459
1154.448518,1384,22616.037174
728.886499,842,22639.26533
65.108753,108,22641.789464
1787.303469,1890,22693.095979
522.046696,550,22705.907565
190.206191,228,22712.222034
768.096927,786,22733.314245
336.0,349,22744.889774
53.147094,161,22750.819514
1183.194721,1205,22781.645241
279.128292,417,22794.425881
630.054596,663,22812.696712
1440.59415,1555,22849.480377
-1.0,1,22849.497211
2060.807757,2076,22906.601782
24.580412,37,22907.137101
398.496104,470,22920.473442
2651.951532,2936,22994.908113
23.658516,109,22996.499277
448.927876,480,23011.956777
-1.0,1,23011.971796
2808.298123,3180,23099.566243
24.183119,41,23100.163296
-1.0,1,23100.177985
4.336477,20,23100.470508
18.651014,79,23102.705402
449.070787,509,23118.018162
-0.845665,4,23118.078823
681.999521,817,23139.014295
723.152389,788,23159.737458
86.356931,267,23166.071285
-1.0,1,23166.086455
-231.79489,518,23178.651498
884.015657,952,23205.036963
1150.626316,1236,23239.630231
36.541191,76,23240.74775
-65.8,103,23243.288644
415.719613,522,23255.090607
-8.2,26,23255.469138
977.966137,1007,23281.109206
1.859202,28,23282.038964
185.925944,274,23289.446213
59.0,75,23290.527197
171.826592,255,23297.150548
-28.2,48,23299.079195
16.2,64,23300.009347
-58.581621,89,23302.585608
2.013091,67,23303.986799
2047.480904,2344,23363.041553
985.033173,1061,23390.877727
1582.364399,1606,23430.287598
105.2,113,23433.468637
7.0,23,23433.809228
180.672639,320,23441.60753
63.246661,100,23443.940881
633.71782,693,23463.519225
-27.711996,91,23464.855464
160.884215,511,23479.161283
-1.0,1,23481.540166
21.99519,798,23502.300143
666.027801,729,23520.651512
65.3251,249,23528.699533
1371.508923,1457,23565.8634
-0.847435,9,23565.996101
-0.48962,9,23567.03253
142.911382,220,23573.446253
1756.342276,1935,23621.353843
1609.742453,1754,23664.482833
